nqubits = 50
max_depth = 100
iters = 10
architecture = linear
p1, p2, string
#
0.0, 0.0, 1.0
0.0, 0.002631578947368421, 0.9560439560439561
0.0, 0.005263157894736842, 0.9307692307692309
0.0, 0.007894736842105263, 0.8450549450549449
0.0, 0.010526315789473684, 0.8219780219780219
0.0, 0.013157894736842105, 0.7395604395604395
0.0, 0.015789473684210527, 0.7395604395604395
0.0, 0.018421052631578946, 0.643956043956044
0.0, 0.021052631578947368, 0.6846153846153846
0.0, 0.02368421052631579, 0.6164835164835164
0.0, 0.02631578947368421, 0.5527472527472528
0.0, 0.02894736842105263, 0.5604395604395604
0.0, 0.031578947368421054, 0.4989010989010989
0.0, 0.034210526315789476, 0.43186813186813183
0.0, 0.03684210526315789, 0.4593406593406595
0.0, 0.039473684210526314, 0.46373626373626375
0.0, 0.042105263157894736, 0.4131868131868132
0.0, 0.04473684210526316, 0.33076923076923076
0.0, 0.04736842105263158, 0.36373626373626367
0.0, 0.05, 0.31758241758241756
0.002631578947368421, 0.0, 0.9516483516483516
0.002631578947368421, 0.002631578947368421, 0.9450549450549449
0.002631578947368421, 0.005263157894736842, 0.8901098901098901
0.002631578947368421, 0.007894736842105263, 0.8318681318681316
0.002631578947368421, 0.010526315789473684, 0.7604395604395606
0.002631578947368421, 0.013157894736842105, 0.7560439560439559
0.002631578947368421, 0.015789473684210527, 0.6703296703296704
0.002631578947368421, 0.018421052631578946, 0.6604395604395604
0.002631578947368421, 0.021052631578947368, 0.5923076923076922
0.002631578947368421, 0.02368421052631579, 0.5879120879120878
0.002631578947368421, 0.02631578947368421, 0.6098901098901099
0.002631578947368421, 0.02894736842105263, 0.5373626373626373
0.002631578947368421, 0.031578947368421054, 0.4351648351648352
0.002631578947368421, 0.034210526315789476, 0.44505494505494514
0.002631578947368421, 0.03684210526315789, 0.44065934065934065
0.002631578947368421, 0.039473684210526314, 0.3989010989010989
0.002631578947368421, 0.042105263157894736, 0.34615384615384615
0.002631578947368421, 0.04473684210526316, 0.32747252747252753
0.002631578947368421, 0.04736842105263158, 0.38021978021978026
0.002631578947368421, 0.05, 0.38901098901098907
0.005263157894736842, 0.0, 0.8725274725274725
0.005263157894736842, 0.002631578947368421, 0.8703296703296702
0.005263157894736842, 0.005263157894736842, 0.79010989010989
0.005263157894736842, 0.007894736842105263, 0.7736263736263735
0.005263157894736842, 0.010526315789473684, 0.7472527472527472
0.005263157894736842, 0.013157894736842105, 0.6912087912087912
0.005263157894736842, 0.015789473684210527, 0.6076923076923075
0.005263157894736842, 0.018421052631578946, 0.6153846153846153
0.005263157894736842, 0.021052631578947368, 0.6186813186813186
0.005263157894736842, 0.02368421052631579, 0.5549450549450551
0.005263157894736842, 0.02631578947368421, 0.5263736263736264
0.005263157894736842, 0.02894736842105263, 0.4131868131868132
0.005263157894736842, 0.031578947368421054, 0.4967032967032967
0.005263157894736842, 0.034210526315789476, 0.44505494505494503
0.005263157894736842, 0.03684210526315789, 0.4021978021978022
0.005263157894736842, 0.039473684210526314, 0.35604395604395606
0.005263157894736842, 0.042105263157894736, 0.32307692307692315
0.005263157894736842, 0.04473684210526316, 0.3637362637362638
0.005263157894736842, 0.04736842105263158, 0.254945054945055
0.005263157894736842, 0.05, 0.3593406593406594
0.007894736842105263, 0.0, 0.8747252747252748
0.007894736842105263, 0.002631578947368421, 0.8494505494505494
0.007894736842105263, 0.005263157894736842, 0.798901098901099
0.007894736842105263, 0.007894736842105263, 0.7560439560439559
0.007894736842105263, 0.010526315789473684, 0.7516483516483515
0.007894736842105263, 0.013157894736842105, 0.6461538461538462
0.007894736842105263, 0.015789473684210527, 0.5725274725274726
0.007894736842105263, 0.018421052631578946, 0.5659340659340658
0.007894736842105263, 0.021052631578947368, 0.5835164835164836
0.007894736842105263, 0.02368421052631579, 0.5395604395604395
0.007894736842105263, 0.02631578947368421, 0.49230769230769234
0.007894736842105263, 0.02894736842105263, 0.43626373626373627
0.007894736842105263, 0.031578947368421054, 0.47912087912087914
0.007894736842105263, 0.034210526315789476, 0.4604395604395604
0.007894736842105263, 0.03684210526315789, 0.38131868131868135
0.007894736842105263, 0.039473684210526314, 0.3791208791208791
0.007894736842105263, 0.042105263157894736, 0.31098901098901105
0.007894736842105263, 0.04473684210526316, 0.3516483516483517
0.007894736842105263, 0.04736842105263158, 0.35604395604395606
0.007894736842105263, 0.05, 0.28021978021978017
0.010526315789473684, 0.0, 0.8362637362637364
0.010526315789473684, 0.002631578947368421, 0.721978021978022
0.010526315789473684, 0.005263157894736842, 0.7043956043956043
0.010526315789473684, 0.007894736842105263, 0.6978021978021978
0.010526315789473684, 0.010526315789473684, 0.6263736263736264
0.010526315789473684, 0.013157894736842105, 0.6890109890109889
0.010526315789473684, 0.015789473684210527, 0.5648351648351647
0.010526315789473684, 0.018421052631578946, 0.5736263736263736
0.010526315789473684, 0.021052631578947368, 0.523076923076923
0.010526315789473684, 0.02368421052631579, 0.3956043956043956
0.010526315789473684, 0.02631578947368421, 0.4252747252747252
0.010526315789473684, 0.02894736842105263, 0.41428571428571426
0.010526315789473684, 0.031578947368421054, 0.46373626373626375
0.010526315789473684, 0.034210526315789476, 0.4329670329670329
0.010526315789473684, 0.03684210526315789, 0.4098901098901099
0.010526315789473684, 0.039473684210526314, 0.3142857142857143
0.010526315789473684, 0.042105263157894736, 0.3549450549450549
0.010526315789473684, 0.04473684210526316, 0.25824175824175827
0.010526315789473684, 0.04736842105263158, 0.2538461538461539
0.010526315789473684, 0.05, 0.24175824175824176
0.013157894736842105, 0.0, 0.7571428571428569
0.013157894736842105, 0.002631578947368421, 0.7000000000000001
0.013157894736842105, 0.005263157894736842, 0.7065934065934065
0.013157894736842105, 0.007894736842105263, 0.6527472527472526
0.013157894736842105, 0.010526315789473684, 0.6252747252747253
0.013157894736842105, 0.013157894736842105, 0.6186813186813187
0.013157894736842105, 0.015789473684210527, 0.5021978021978022
0.013157894736842105, 0.018421052631578946, 0.5439560439560439
0.013157894736842105, 0.021052631578947368, 0.4912087912087912
0.013157894736842105, 0.02368421052631579, 0.4681318681318681
0.013157894736842105, 0.02631578947368421, 0.4153846153846154
0.013157894736842105, 0.02894736842105263, 0.4582417582417581
0.013157894736842105, 0.031578947368421054, 0.412087912087912
0.013157894736842105, 0.034210526315789476, 0.367032967032967
0.013157894736842105, 0.03684210526315789, 0.35824175824175825
0.013157894736842105, 0.039473684210526314, 0.39999999999999997
0.013157894736842105, 0.042105263157894736, 0.26703296703296703
0.013157894736842105, 0.04473684210526316, 0.33296703296703295
0.013157894736842105, 0.04736842105263158, 0.3428571428571429
0.013157894736842105, 0.05, 0.22857142857142862
0.015789473684210527, 0.0, 0.7758241758241756
0.015789473684210527, 0.002631578947368421, 0.7153846153846152
0.015789473684210527, 0.005263157894736842, 0.6516483516483517
0.015789473684210527, 0.007894736842105263, 0.6219780219780219
0.015789473684210527, 0.010526315789473684, 0.5934065934065933
0.015789473684210527, 0.013157894736842105, 0.567032967032967
0.015789473684210527, 0.015789473684210527, 0.5912087912087912
0.015789473684210527, 0.018421052631578946, 0.5021978021978022
0.015789473684210527, 0.021052631578947368, 0.4538461538461539
0.015789473684210527, 0.02368421052631579, 0.4296703296703296
0.015789473684210527, 0.02631578947368421, 0.4747252747252746
0.015789473684210527, 0.02894736842105263, 0.4087912087912087
0.015789473684210527, 0.031578947368421054, 0.3747252747252747
